Siruta,Localitate,Judet,i_0_4,i_10_14,i_15_19,i_20_24,i_25_29,i_30_34,i_35_39,i_40_44,i_45_49,i_5_9,i_50_54,i_55_59,i_60_64,i_65_69,i_70_74,i_75_79,i_80_84,i_85
54500,Varadia,CS,0.061,0.051,0.073,0.068,0.087,0.07,0.061,0.07,0.07,0.056,0.056,0.061,0.051,0.059,0.034,0.037,0.025,0.013
54537,Vermes,CS,0.034,0.044,0.053,0.066,0.064,0.053,0.076,0.077,0.074,0.038,0.058,0.057,0.078,0.073,0.042,0.053,0.038,0.023
54573,Vrani,CS,0.051,0.062,0.061,0.087,0.086,0.06,0.072,0.071,0.069,0.048,0.063,0.063,0.044,0.057,0.035,0.039,0.02,0.011
54617,Zavoi,CS,0.037,0.06,0.066,0.059,0.079,0.071,0.078,0.083,0.078,0.052,0.05,0.067,0.065,0.052,0.034,0.035,0.021,0.014
54699,Zorlentu Mare,CS,0.032,0.033,0.047,0.039,0.059,0.043,0.062,0.05,0.045,0.036,0.043,0.069,0.07,0.104,0.089,0.077,0.054,0.048
54975,Municipiul Cluj-Napoca,CJ,0.048,0.038,0.035,0.044,0.079,0.091,0.097,0.081,0.083,0.047,0.06,0.073,0.071,0.052,0.037,0.031,0.019,0.015
55008,Municipiul Dej,CJ,0.038,0.047,0.048,0.055,0.075,0.067,0.083,0.086,0.099,0.045,0.062,0.07,0.069,0.057,0.04,0.033,0.018,0.011
55062,Cuzdrioara,CJ,0.044,0.058,0.058,0.058,0.065,0.059,0.085,0.087,0.087,0.05,0.045,0.049,0.057,0.073,0.044,0.038,0.027,0.016
55106,Jichisu De Jos,CJ,0.031,0.041,0.053,0.074,0.057,0.05,0.049,0.076,0.089,0.026,0.05,0.055,0.046,0.067,0.075,0.076,0.057,0.028
55160,Mica,CJ,0.042,0.048,0.051,0.053,0.07,0.064,0.078,0.079,0.082,0.051,0.049,0.062,0.06,0.05,0.061,0.049,0.028,0.021
55259,Municipiul Turda,CJ,0.037,0.047,0.046,0.051,0.076,0.074,0.09,0.085,0.087,0.047,0.063,0.074,0.068,0.052,0.037,0.033,0.02,0.013
55277,Mihai Viteazu,CJ,0.029,0.048,0.048,0.054,0.067,0.07,0.086,0.089,0.084,0.044,0.061,0.067,0.061,0.065,0.04,0.044,0.026,0.017
55311,Sandulesti,CJ,0.044,0.045,0.054,0.058,0.079,0.061,0.082,0.084,0.091,0.041,0.062,0.056,0.055,0.056,0.046,0.043,0.025,0.018
55357,Municipiul Campia Turzii,CJ,0.038,0.045,0.048,0.057,0.082,0.078,0.091,0.083,0.085,0.047,0.065,0.072,0.068,0.045,0.033,0.033,0.019,0.012
55384,Municipiul Gherla,CJ,0.043,0.045,0.045,0.051,0.079,0.074,0.089,0.08,0.09,0.051,0.062,0.07,0.07,0.052,0.04,0.03,0.018,0.011
55446,Oras Huedin,CJ,0.048,0.061,0.058,0.065,0.078,0.067,0.074,0.078,0.091,0.057,0.063,0.066,0.057,0.046,0.037,0.026,0.016,0.009
55473,Aghiresu,CJ,0.042,0.047,0.048,0.051,0.077,0.069,0.071,0.076,0.091,0.046,0.065,0.07,0.063,0.058,0.049,0.038,0.025,0.015
55598,Aiton,CJ,0.025,0.04,0.043,0.035,0.038,0.046,0.083,0.066,0.07,0.028,0.036,0.054,0.073,0.077,0.067,0.095,0.077,0.047
55623,Alunis,CJ,0.035,0.065,0.05,0.056,0.056,0.05,0.073,0.067,0.073,0.045,0.05,0.04,0.062,0.068,0.066,0.058,0.054,0.034
55687,Apahida,CJ,0.066,0.049,0.056,0.052,0.081,0.092,0.097,0.088,0.08,0.06,0.048,0.053,0.051,0.044,0.029,0.024,0.02,0.011
55776,Aschileu,CJ,0.046,0.068,0.054,0.051,0.057,0.054,0.072,0.061,0.072,0.061,0.049,0.061,0.054,0.054,0.051,0.056,0.042,0.038
55838,Baciu,CJ,0.062,0.047,0.049,0.052,0.079,0.095,0.101,0.09,0.082,0.063,0.05,0.054,0.048,0.042,0.033,0.026,0.016,0.01
55918,Baisoara,CJ,0.026,0.048,0.055,0.05,0.063,0.062,0.087,0.077,0.069,0.044,0.068,0.071,0.064,0.06,0.045,0.048,0.043,0.02
56014,Belis,CJ,0.038,0.035,0.041,0.041,0.069,0.06,0.084,0.085,0.066,0.039,0.07,0.069,0.064,0.065,0.06,0.06,0.034,0.022
56096,Bobalna,CJ,0.041,0.058,0.049,0.046,0.045,0.043,0.061,0.053,0.074,0.051,0.038,0.06,0.059,0.061,0.061,0.074,0.069,0.055
56210,Bontida,CJ,0.049,0.066,0.061,0.06,0.074,0.063,0.078,0.085,0.075,0.066,0.048,0.049,0.057,0.048,0.04,0.036,0.028,0.017
56265,Borsa,CJ,0.03,0.056,0.049,0.055,0.072,0.043,0.068,0.062,0.086,0.042,0.059,0.06,0.055,0.055,0.066,0.057,0.047,0.037
56327,Buza,CJ,0.032,0.062,0.056,0.047,0.048,0.039,0.077,0.08,0.073,0.055,0.043,0.05,0.054,0.069,0.067,0.073,0.041,0.034
56354,Caianu,CJ,0.041,0.045,0.043,0.054,0.067,0.059,0.08,0.077,0.07,0.041,0.051,0.057,0.065,0.065,0.057,0.055,0.044,0.027
56425,Calarasi,CJ,0.032,0.048,0.058,0.06,0.061,0.066,0.08,0.079,0.095,0.037,0.062,0.064,0.055,0.054,0.052,0.047,0.024,0.023
56461,Calatele,CJ,0.046,0.063,0.063,0.051,0.053,0.059,0.072,0.09,0.078,0.051,0.052,0.057,0.056,0.059,0.044,0.051,0.035,0.02
56522,Camarasu,CJ,0.066,0.073,0.074,0.071,0.061,0.051,0.077,0.076,0.06,0.069,0.039,0.052,0.051,0.05,0.042,0.035,0.032,0.02
56568,Capusu Mare,CJ,0.034,0.043,0.053,0.043,0.057,0.051,0.063,0.077,0.082,0.039,0.053,0.069,0.065,0.066,0.077,0.068,0.037,0.023
56666,Caseiu,CJ,0.048,0.056,0.068,0.063,0.077,0.063,0.074,0.084,0.078,0.06,0.054,0.058,0.046,0.049,0.038,0.039,0.027,0.019
56773,Catina,CJ,0.036,0.062,0.067,0.056,0.06,0.051,0.074,0.076,0.053,0.05,0.043,0.058,0.052,0.064,0.057,0.067,0.043,0.03
56844,Ceanu Mare,CJ,0.033,0.052,0.064,0.06,0.066,0.057,0.071,0.079,0.075,0.042,0.057,0.051,0.059,0.061,0.057,0.056,0.041,0.021
56988,Chinteni,CJ,0.056,0.052,0.051,0.047,0.061,0.076,0.097,0.078,0.08,0.059,0.044,0.05,0.053,0.052,0.045,0.046,0.03,0.023
57083,Chiuiesti,CJ,0.047,0.053,0.056,0.066,0.075,0.068,0.066,0.077,0.083,0.048,0.055,0.056,0.047,0.055,0.046,0.052,0.03,0.022
57163,Ciucea,CJ,0.034,0.045,0.048,0.046,0.064,0.057,0.071,0.082,0.1,0.032,0.056,0.068,0.059,0.067,0.052,0.069,0.034,0.016
57225,Ciurila,CJ,0.054,0.053,0.052,0.051,0.07,0.057,0.07,0.073,0.062,0.073,0.034,0.042,0.048,0.055,0.053,0.055,0.058,0.038
57314,Catcau,CJ,0.051,0.042,0.06,0.062,0.072,0.063,0.072,0.085,0.076,0.042,0.062,0.051,0.047,0.053,0.053,0.051,0.033,0.025
57350,Cojocna,CJ,0.057,0.061,0.062,0.065,0.068,0.06,0.078,0.078,0.073,0.059,0.048,0.053,0.048,0.044,0.037,0.046,0.038,0.026
57449,Cornesti,CJ,0.033,0.051,0.052,0.046,0.043,0.038,0.063,0.079,0.069,0.032,0.043,0.035,0.062,0.069,0.072,0.083,0.078,0.051
57546,Dabaca,CJ,0.036,0.044,0.053,0.041,0.054,0.049,0.071,0.087,0.066,0.043,0.042,0.053,0.062,0.082,0.058,0.071,0.04,0.048
57582,Feleacu,CJ,0.041,0.046,0.047,0.039,0.058,0.059,0.086,0.085,0.083,0.048,0.051,0.058,0.066,0.062,0.061,0.052,0.033,0.027
57644,Fizesu Gherlii,CJ,0.048,0.06,0.056,0.06,0.074,0.061,0.081,0.084,0.084,0.054,0.046,0.056,0.051,0.056,0.044,0.035,0.03,0.022
57706,Floresti,CJ,0.094,0.039,0.04,0.05,0.112,0.156,0.123,0.079,0.063,0.07,0.036,0.038,0.036,0.026,0.015,0.011,0.007,0.005
57742,Frata,CJ,0.041,0.065,0.048,0.051,0.065,0.068,0.086,0.074,0.065,0.056,0.04,0.051,0.059,0.065,0.059,0.054,0.032,0.02
57831,Geaca,CJ,0.039,0.057,0.05,0.055,0.057,0.055,0.07,0.08,0.066,0.05,0.04,0.055,0.055,0.066,0.067,0.061,0.041,0.035
57902,Gilau,CJ,0.054,0.048,0.056,0.056,0.07,0.071,0.09,0.088,0.08,0.055,0.054,0.051,0.055,0.05,0.037,0.028,0.021,0.033
57948,Garbau,CJ,0.039,0.053,0.054,0.048,0.066,0.063,0.075,0.074,0.087,0.043,0.059,0.06,0.064,0.065,0.057,0.042,0.036,0.014
58008,Iara,CJ,0.031,0.041,0.051,0.058,0.075,0.061,0.06,0.072,0.084,0.038,0.069,0.073,0.065,0.065,0.044,0.045,0.04,0.027
58142,Iclod,CJ,0.041,0.061,0.068,0.067,0.07,0.065,0.063,0.085,0.098,0.042,0.052,0.045,0.046,0.056,0.049,0.041,0.03,0.021
58204,Izvoru Crisului,CJ,0.028,0.045,0.049,0.055,0.057,0.044,0.085,0.093,0.086,0.049,0.052,0.057,0.079,0.055,0.061,0.051,0.032,0.022
58259,Jucu,CJ,0.043,0.051,0.05,0.059,0.078,0.065,0.084,0.079,0.078,0.051,0.042,0.05,0.055,0.064,0.051,0.047,0.031,0.021
58311,Luna,CJ,0.038,0.052,0.056,0.054,0.085,0.073,0.081,0.081,0.084,0.052,0.052,0.058,0.058,0.053,0.043,0.041,0.025,0.015
58357,Maguri-Racatau,CJ,0.048,0.064,0.074,0.073,0.068,0.071,0.093,0.082,0.071,0.056,0.051,0.053,0.043,0.045,0.036,0.035,0.024,0.015
58393,Manastireni,CJ,0.035,0.043,0.051,0.039,0.059,0.06,0.053,0.062,0.068,0.043,0.067,0.061,0.057,0.072,0.066,0.073,0.059,0.031
58464,Margau,CJ,0.045,0.051,0.052,0.052,0.059,0.051,0.072,0.081,0.074,0.046,0.058,0.05,0.053,0.055,0.055,0.072,0.052,0.022
58534,Marisel,CJ,0.041,0.049,0.056,0.063,0.074,0.066,0.083,0.073,0.069,0.052,0.062,0.065,0.065,0.06,0.042,0.034,0.026,0.02
58552,Mintiu Gherlii,CJ,0.05,0.055,0.055,0.066,0.073,0.064,0.069,0.074,0.077,0.049,0.05,0.057,0.065,0.053,0.049,0.04,0.031,0.024
58623,Mociu,CJ,0.041,0.052,0.051,0.06,0.072,0.059,0.07,0.082,0.077,0.057,0.053,0.055,0.052,0.059,0.049,0.052,0.036,0.022
58721,Moldovenesti,CJ,0.037,0.046,0.045,0.047,0.068,0.069,0.085,0.07,0.08,0.043,0.046,0.064,0.069,0.066,0.044,0.054,0.035,0.033
58794,Palatca,CJ,0.033,0.049,0.042,0.037,0.046,0.042,0.082,0.066,0.074,0.057,0.044,0.04,0.058,0.068,0.08,0.088,0.053,0.041
58856,Panticeu,CJ,0.06,0.065,0.083,0.059,0.063,0.059,0.065,0.069,0.063,0.068,0.035,0.035,0.049,0.048,0.051,0.055,0.042,0.031
58918,Petrestii De Jos,CJ,0.025,0.047,0.051,0.057,0.054,0.044,0.066,0.081,0.062,0.036,0.069,0.063,0.062,0.066,0.053,0.068,0.056,0.042
58990,Ploscos,CJ,0.029,0.049,0.052,0.058,0.068,0.057,0.075,0.075,0.077,0.033,0.057,0.072,0.061,0.059,0.071,0.038,0.042,0.026
59041,Poieni,CJ,0.035,0.043,0.049,0.055,0.067,0.053,0.067,0.076,0.088,0.04,0.061,0.067,0.066,0.065,0.057,0.052,0.035,0.023
59130,Recea-Cristur,CJ,0.072,0.07,0.05,0.039,0.051,0.041,0.064,0.064,0.057,0.061,0.033,0.045,0.047,0.064,0.064,0.078,0.05,0.049
59238,Risca,CJ,0.029,0.033,0.037,0.042,0.062,0.054,0.074,0.059,0.067,0.036,0.054,0.077,0.091,0.082,0.078,0.068,0.033,0.024
59283,Sacuieu,CJ,0.051,0.054,0.058,0.052,0.09,0.064,0.06,0.06,0.064,0.042,0.053,0.061,0.062,0.062,0.051,0.063,0.034,0.02
59327,Savadisla,CJ,0.037,0.04,0.05,0.05,0.063,0.065,0.077,0.082,0.085,0.043,0.057,0.07,0.064,0.059,0.048,0.048,0.038,0.025
59416,Sic,CJ,0.031,0.041,0.048,0.051,0.054,0.063,0.074,0.079,0.075,0.04,0.048,0.055,0.063,0.078,0.073,0.052,0.043,0.032
59434,Sancraiu,CJ,0.028,0.042,0.056,0.039,0.053,0.037,0.087,0.091,0.088,0.044,0.053,0.055,0.07,0.063,0.07,0.06,0.038,0.027
59498,Sanmartin,CJ,0.03,0.037,0.046,0.037,0.053,0.046,0.064,0.061,0.067,0.023,0.048,0.059,0.062,0.09,0.072,0.088,0.074,0.042
59586,Sanpaul,CJ,0.06,0.048,0.062,0.06,0.065,0.055,0.059,0.077,0.079,0.051,0.052,0.059,0.046,0.065,0.051,0.051,0.033,0.027
59657,Suatu,CJ,0.04,0.044,0.06,0.051,0.038,0.037,0.064,0.074,0.074,0.041,0.043,0.041,0.047,0.074,0.071,0.094,0.068,0.041
59693,Tritenii De Jos,CJ,0.037,0.054,0.06,0.062,0.068,0.066,0.083,0.089,0.076,0.049,0.056,0.056,0.051,0.057,0.047,0.04,0.03,0.019
59764,Tureni,CJ,0.04,0.044,0.055,0.057,0.063,0.05,0.065,0.068,0.082,0.045,0.057,0.063,0.068,0.055,0.047,0.058,0.044,0.038
59826,Taga,CJ,0.027,0.038,0.048,0.046,0.054,0.051,0.074,0.087,0.07,0.041,0.054,0.053,0.067,0.071,0.068,0.066,0.046,0.039
59880,Unguras,CJ,0.036,0.048,0.053,0.056,0.055,0.05,0.071,0.092,0.085,0.042,0.047,0.054,0.06,0.068,0.066,0.05,0.043,0.023
59942,Vad,CJ,0.047,0.06,0.052,0.041,0.051,0.056,0.069,0.079,0.064,0.049,0.044,0.043,0.049,0.068,0.072,0.067,0.055,0.035
60026,Valea Ierii,CJ,0.022,0.037,0.038,0.07,0.089,0.074,0.063,0.079,0.091,0.047,0.078,0.078,0.063,0.044,0.041,0.046,0.031,0.01
60062,Viisoara,CJ,0.048,0.049,0.06,0.058,0.076,0.07,0.079,0.082,0.072,0.055,0.053,0.055,0.056,0.055,0.042,0.045,0.028,0.017
60099,Vultureni,CJ,0.033,0.061,0.056,0.052,0.065,0.053,0.067,0.064,0.077,0.056,0.054,0.056,0.045,0.068,0.062,0.052,0.046,0.032
60169,Negreni,CJ,0.03,0.048,0.049,0.053,0.081,0.06,0.073,0.076,0.079,0.042,0.062,0.068,0.07,0.057,0.049,0.052,0.03,0.02
60419,Municipiul Constanta,CT,0.044,0.04,0.038,0.042,0.076,0.08,0.09,0.078,0.086,0.047,0.056,0.075,0.079,0.06,0.037,0.035,0.023,0.015
60455,Oras Eforie,CT,0.041,0.042,0.043,0.043,0.07,0.075,0.084,0.085,0.098,0.051,0.057,0.076,0.077,0.053,0.032,0.034,0.025,0.015
60482,Municipiul Mangalia,CT,0.043,0.049,0.045,0.047,0.082,0.077,0.097,0.089,0.095,0.05,0.059,0.078,0.077,0.051,0.026,0.018,0.01,0.007
60507,Oras Navodari,CT,0.049,0.048,0.048,0.053,0.099,0.091,0.1,0.086,0.096,0.053,0.062,0.074,0.064,0.034,0.019,0.014,0.007,0.004
60534,Oras Techirghiol,CT,0.049,0.045,0.051,0.057,0.082,0.074,0.09,0.087,0.093,0.05,0.058,0.068,0.06,0.051,0.029,0.028,0.017,0.013
60570,Agigea,CT,0.053,0.047,0.052,0.055,0.085,0.083,0.091,0.082,0.095,0.053,0.057,0.071,0.065,0.044,0.028,0.024,0.009,0.006
60598,23-Aug,CT,0.049,0.049,0.056,0.056,0.079,0.071,0.085,0.09,0.09,0.047,0.054,0.062,0.065,0.053,0.034,0.031,0.017,0.011
60632,Limanu,CT,0.051,0.051,0.052,0.054,0.083,0.079,0.097,0.088,0.091,0.054,0.056,0.066,0.065,0.043,0.03,0.021,0.013,0.007
60687,Oras Ovidiu,CT,0.05,0.052,0.054,0.058,0.08,0.075,0.091,0.08,0.09,0.059,0.057,0.065,0.058,0.044,0.029,0.027,0.019,0.012
60721,Tuzla,CT,0.041,0.048,0.056,0.053,0.075,0.071,0.091,0.092,0.093,0.05,0.052,0.067,0.067,0.057,0.036,0.028,0.015,0.008
60776,Oras Cernavoda,CT,0.042,0.05,0.055,0.065,0.098,0.079,0.085,0.087,0.103,0.054,0.06,0.072,0.055,0.034,0.021,0.021,0.013,0.008
60801,Oras Harsova,CT,0.057,0.06,0.063,0.063,0.085,0.071,0.076,0.079,0.092,0.06,0.054,0.059,0.054,0.048,0.027,0.026,0.017,0.009
60847,Municipiul Medgidia,CT,0.048,0.049,0.048,0.053,0.082,0.07,0.082,0.077,0.088,0.058,0.06,0.072,0.068,0.049,0.033,0.03,0.019,0.011
60883,Adamclisi,CT,0.057,0.06,0.07,0.07,0.092,0.072,0.067,0.075,0.079,0.057,0.055,0.064,0.055,0.047,0.027,0.022,0.019,0.011
60945,Albesti,CT,0.062,0.055,0.062,0.065,0.096,0.071,0.084,0.077,0.086,0.059,0.055,0.061,0.049,0.039,0.03,0.026,0.013,0.01
61005,Aliman,CT,0.053,0.069,0.082,0.071,0.075,0.072,0.077,0.085,0.07,0.067,0.044,0.062,0.056,0.044,0.025,0.017,0.02,0.012
61069,Oras Baneasa,CT,0.069,0.069,0.071,0.06,0.083,0.072,0.073,0.076,0.066,0.077,0.045,0.057,0.049,0.041,0.027,0.03,0.019,0.015
61121,Castelu,CT,0.074,0.068,0.07,0.071,0.08,0.069,0.079,0.074,0.081,0.08,0.054,0.054,0.043,0.038,0.025,0.019,0.015,0.007
61167,Cerchezu,CT,0.056,0.062,0.062,0.065,0.081,0.057,0.061,0.065,0.079,0.063,0.051,0.055,0.065,0.065,0.031,0.035,0.023,0.024
61210,Chirnogeni,CT,0.055,0.066,0.07,0.065,0.074,0.066,0.077,0.069,0.084,0.052,0.047,0.061,0.053,0.046,0.035,0.038,0.028,0.014
61256,Ciobanu,CT,0.054,0.06,0.06,0.055,0.088,0.078,0.076,0.076,0.073,0.056,0.044,0.066,0.066,0.049,0.03,0.03,0.025,0.015
61283,Ciocarlia,CT,0.064,0.063,0.069,0.07,0.09,0.068,0.077,0.076,0.08,0.061,0.05,0.059,0.049,0.043,0.027,0.027,0.014,0.012
61318,Cobadin,CT,0.059,0.061,0.062,0.061,0.083,0.071,0.082,0.076,0.076,0.065,0.05,0.063,0.057,0.048,0.027,0.029,0.02,0.009
61372,Cogealac,CT,0.044,0.063,0.065,0.065,0.077,0.068,0.079,0.078,0.091,0.053,0.057,0.06,0.052,0.049,0.029,0.033,0.027,0.012
61452,Comana,CT,0.059,0.071,0.078,0.059,0.086,0.09,0.096,0.072,0.056,0.067,0.04,0.056,0.057,0.041,0.022,0.023,0.013,0.01
61513,Corbu,CT,0.049,0.059,0.061,0.055,0.089,0.082,0.097,0.082,0.083,0.061,0.051,0.064,0.059,0.045,0.023,0.018,0.014,0.01
61559,Crucea,CT,0.044,0.058,0.065,0.064,0.088,0.074,0.077,0.076,0.08,0.061,0.045,0.068,0.061,0.051,0.034,0.024,0.018,0.014
61620,Cumpana,CT,0.061,0.06,0.056,0.055,0.085,0.084,0.103,0.082,0.08,0.066,0.051,0.058,0.058,0.043,0.023,0.017,0.01,0.007
61675,Deleni,CT,0.056,0.066,0.07,0.056,0.089,0.074,0.075,0.066,0.076,0.069,0.053,0.068,0.046,0.043,0.032,0.026,0.022,0.014
61737,Dobromir,CT,0.12,0.1,0.077,0.072,0.086,0.074,0.067,0.069,0.056,0.108,0.037,0.035,0.031,0.024,0.018,0.013,0.007,0.005
61808,Garliciu,CT,0.045,0.066,0.06,0.044,0.091,0.077,0.082,0.066,0.07,0.058,0.056,0.06,0.055,0.048,0.043,0.04,0.031,0.01
61826,Ghindaresti,CT,0.036,0.047,0.06,0.059,0.092,0.082,0.088,0.075,0.083,0.056,0.072,0.065,0.066,0.049,0.028,0.019,0.012,0.008
61871,Independenta,CT,0.051,0.067,0.073,0.064,0.082,0.073,0.089,0.089,0.076,0.06,0.049,0.056,0.045,0.042,0.028,0.025,0.018,0.014
61951,Ion Corvin,CT,0.058,0.068,0.072,0.068,0.076,0.073,0.065,0.075,0.069,0.071,0.046,0.049,0.034,0.042,0.042,0.052,0.024,0.016
62020,Istria,CT,0.059,0.064,0.058,0.056,0.084,0.064,0.087,0.081,0.071,0.065,0.048,0.058,0.064,0.044,0.032,0.033,0.022,0.01
62057,Lipnita,CT,0.051,0.063,0.064,0.062,0.078,0.063,0.076,0.071,0.087,0.064,0.046,0.056,0.057,0.047,0.04,0.036,0.023,0.014
62137,Mereni,CT,0.068,0.088,0.06,0.062,0.079,0.076,0.08,0.069,0.072,0.068,0.045,0.057,0.062,0.041,0.023,0.027,0.012,0.012
62191,Mihail Kogalniceanu,CT,0.047,0.049,0.061,0.06,0.089,0.074,0.084,0.083,0.089,0.051,0.064,0.066,0.059,0.044,0.028,0.028,0.015,0.01
62253,Mihai Viteazu,CT,0.073,0.081,0.074,0.059,0.096,0.086,0.082,0.072,0.067,0.085,0.043,0.052,0.048,0.03,0.018,0.015,0.012,0.008
62280,Mircea Voda,CT,0.068,0.079,0.075,0.073,0.087,0.074,0.085,0.081,0.067,0.081,0.043,0.05,0.044,0.033,0.02,0.02,0.012,0.006
62360,Oras Murfatlar,CT,0.05,0.057,0.056,0.061,0.092,0.077,0.087,0.09,0.092,0.056,0.057,0.063,0.059,0.039,0.025,0.021,0.011,0.007
62397,Oras Negru Voda,CT,0.057,0.058,0.068,0.068,0.089,0.073,0.087,0.077,0.083,0.053,0.052,0.064,0.051,0.042,0.025,0.027,0.016,0.009
62440,Nicolae Balcescu,CT,0.057,0.064,0.061,0.064,0.086,0.076,0.09,0.077,0.081,0.067,0.043,0.051,0.055,0.045,0.029,0.029,0.014,0.011
62486,Oltina,CT,0.043,0.059,0.063,0.063,0.079,0.06,0.065,0.072,0.079,0.053,0.046,0.062,0.049,0.055,0.054,0.048,0.036,0.014
62538,Ostrov,CT,0.038,0.064,0.065,0.055,0.077,0.066,0.079,0.071,0.083,0.063,0.054,0.055,0.059,0.05,0.037,0.041,0.026,0.019
62609,Pantelimon,CT,0.062,0.082,0.083,0.062,0.077,0.071,0.077,0.077,0.061,0.081,0.047,0.051,0.051,0.043,0.027,0.025,0.013,0.009
62672,Pecineaga,CT,0.056,0.066,0.063,0.065,0.089,0.069,0.094,0.086,0.077,0.069,0.05,0.055,0.055,0.034,0.02,0.024,0.016,0.012
62707,Pestera,CT,0.05,0.064,0.069,0.064,0.08,0.08,0.075,0.089,0.072,0.065,0.052,0.061,0.053,0.044,0.029,0.026,0.017,0.009
62761,Poarta Alba,CT,0.057,0.08,0.063,0.063,0.088,0.079,0.089,0.077,0.08,0.076,0.048,0.054,0.049,0.033,0.022,0.022,0.015,0.006
62798,Rasova,CT,0.061,0.068,0.079,0.068,0.083,0.07,0.076,0.083,0.082,0.062,0.045,0.052,0.05,0.044,0.027,0.023,0.018,0.009
62823,Saraiu,CT,0.05,0.055,0.07,0.073,0.063,0.064,0.061,0.078,0.089,0.046,0.059,0.059,0.058,0.049,0.039,0.038,0.035,0.012
62878,Sacele,CT,0.05,0.062,0.069,0.063,0.095,0.071,0.082,0.074,0.074,0.064,0.056,0.057,0.054,0.042,0.031,0.028,0.017,0.012
62903,Seimeni,CT,0.056,0.063,0.064,0.068,0.083,0.069,0.076,0.072,0.077,0.057,0.047,0.064,0.057,0.04,0.034,0.032,0.021,0.018
62949,Silistea,CT,0.059,0.066,0.063,0.071,0.082,0.068,0.088,0.09,0.076,0.072,0.039,0.04,0.046,0.054,0.03,0.022,0.02,0.013
62985,Targusor,CT,0.039,0.058,0.06,0.061,0.08,0.071,0.086,0.1,0.074,0.058,0.045,0.06,0.062,0.049,0.038,0.027,0.021,0.01
63045,Topalu,CT,0.043,0.057,0.059,0.052,0.075,0.072,0.07,0.082,0.075,0.059,0.048,0.063,0.073,0.053,0.049,0.04,0.02,0.01
63072,Topraisar,CT,0.058,0.063,0.063,0.066,0.084,0.075,0.09,0.085,0.077,0.067,0.044,0.056,0.053,0.038,0.029,0.025,0.015,0.011
63125,Valu Lui Traian,CT,0.061,0.055,0.054,0.053,0.088,0.089,0.095,0.084,0.085,0.064,0.05,0.062,0.059,0.041,0.024,0.019,0.012,0.007
63152,Lumina,CT,0.052,0.056,0.056,0.056,0.086,0.082,0.099,0.085,0.082,0.066,0.049,0.063,0.059,0.043,0.025,0.023,0.011,0.006
63161,Dumbraveni,CT,0.068,0.048,0.062,0.093,0.068,0.046,0.087,0.066,0.069,0.046,0.059,0.066,0.044,0.048,0.039,0.037,0.025,0.028
63170,Vulturu,CT,0.057,0.08,0.068,0.055,0.097,0.088,0.069,0.083,0.071,0.053,0.048,0.06,0.044,0.04,0.033,0.031,0.015,0.007
63189,Tortoman,CT,0.057,0.08,0.085,0.07,0.083,0.077,0.081,0.07,0.074,0.068,0.049,0.054,0.058,0.037,0.024,0.02,0.008,0.006
63198,Amzacea,CT,0.053,0.05,0.08,0.074,0.088,0.078,0.089,0.089,0.078,0.054,0.044,0.057,0.052,0.036,0.029,0.026,0.015,0.008
63278,Horia,CT,0.027,0.054,0.051,0.059,0.074,0.067,0.074,0.074,0.087,0.053,0.048,0.066,0.075,0.057,0.049,0.039,0.028,0.017
63286,Costinesti,CT,0.04,0.048,0.053,0.055,0.084,0.077,0.087,0.094,0.097,0.054,0.058,0.067,0.07,0.042,0.029,0.022,0.014,0.01
63294,Baraganu,CT,0.06,0.052,0.056,0.056,0.098,0.083,0.091,0.079,0.063,0.069,0.045,0.064,0.048,0.044,0.029,0.026,0.019,0.017
63300,Cuza Voda,CT,0.084,0.084,0.086,0.073,0.091,0.088,0.085,0.059,0.058,0.097,0.04,0.049,0.036,0.026,0.015,0.01,0.011,0.006
63318,Saligny,CT,0.046,0.061,0.077,0.067,0.081,0.057,0.073,0.089,0.09,0.051,0.044,0.064,0.059,0.045,0.028,0.031,0.02,0.018
63326,Gradina,CT,0.046,0.057,0.045,0.054,0.08,0.087,0.078,0.081,0.068,0.066,0.042,0.067,0.074,0.05,0.042,0.025,0.027,0.011
63334,Fantanele,CT,0.053,0.047,0.05,0.059,0.085,0.071,0.077,0.08,0.072,0.052,0.037,0.064,0.07,0.062,0.039,0.039,0.029,0.015
63394,Municipiul Sfantu Gheorghe,CV,0.044,0.047,0.043,0.045,0.079,0.08,0.094,0.082,0.088,0.051,0.06,0.077,0.075,0.049,0.039,0.026,0.013,0.009
63447,Oras Baraolt,CV,0.04,0.054,0.056,0.054,0.075,0.072,0.082,0.079,0.087,0.049,0.056,0.066,0.07,0.048,0.041,0.034,0.022,0.014
63526,Oras Covasna,CV,0.038,0.052,0.047,0.053,0.076,0.075,0.09,0.079,0.095,0.048,0.058,0.069,0.072,0.046,0.042,0.029,0.018,0.013
63553,Comandau,CV,0.04,0.048,0.064,0.054,0.091,0.07,0.085,0.091,0.082,0.049,0.055,0.059,0.062,0.054,0.042,0.02,0.024,0.008
63580,Oras Intorsura Buzaului,CV,0.058,0.06,0.064,0.063,0.076,0.08,0.083,0.08,0.077,0.058,0.055,0.062,0.054,0.042,0.028,0.027,0.017,0.014
63633,Barcani,CV,0.068,0.061,0.072,0.07,0.077,0.069,0.075,0.072,0.07,0.06,0.053,0.053,0.05,0.044,0.033,0.034,0.022,0.017
